Flight_number,Fare_code,Amount,Restrictions
7822,coach,236,non-refundable
7822,business,598,refundable
7822,business,523,non-refundable
7822,first_class,989,refundable
7822,first_class,889,non-refundable
7254,coach,350,refundable
7254,coach,300,non-refundable
7254,business,747,refundable
7254,business,672,non-refundable
7254,first_class,1055,refundable
7254,first_class,955,non-refundable
9591,coach,363,refundable
9591,coach,313,non-refundable
9591,business,694,refundable
9591,business,619,non-refundable
9591,first_class,1097,refundable
9591,first_class,997,non-refundable
3972,coach,255,refundable
3972,coach,205,non-refundable
3972,business,608,refundable
3972,business,533,non-refundable
3972,first_class,1066,refundable
3972,first_class,966,non-refundable
9933,coach,408,refundable
9933,coach,358,non-refundable
9933,business,687,refundable
9933,business,612,non-refundable
9933,first_class,975,refundable
9933,first_class,875,non-refundable
1993,coach,386,refundable
1993,coach,336,non-refundable
1993,business,715,refundable
1993,business,640,non-refundable
1993,first_class,955,refundable
1993,first_class,855,non-refundable
7905,coach,348,refundable
7905,coach,298,non-refundable
7905,business,675,refundable
7905,business,600,non-refundable
7905,first_class,1094,refundable
7905,first_class,994,non-refundable
7345,coach,409,refundable
7345,coach,359,non-refundable
7345,business,705,refundable
7345,business,630,non-refundable
7345,first_class,1020,refundable
7345,first_class,920,non-refundable
7980,coach,336,refundable
7980,coach,286,non-refundable
7980,business,673,refundable
7980,business,598,non-refundable
7980,first_class,964,refundable
7980,first_class,864,non-refundable
2460,coach,256,refundable
2460,coach,206,non-refundable
2460,business,618,refundable
2460,business,543,non-refundable
2460,first_class,959,refundable
2460,first_class,859,non-refundable
6684,coach,433,refundable
6684,coach,383,non-refundable
6684,business,760,refundable
6684,business,685,non-refundable
6684,first_class,1046,refundable
6684,first_class,946,non-refundable
4295,coach,256,refundable
4295,coach,206,non-refundable
4295,business,597,refundable
4295,business,522,non-refundable
4295,first_class,977,refundable
4295,first_class,877,non-refundable
4634,coach,335,refundable
4634,coach,285,non-refundable
4634,business,765,refundable
4634,business,690,non-refundable
4634,first_class,941,refundable
4634,first_class,841,non-refundable
9583,coach,361,refundable
9583,coach,311,non-refundable
9583,business,701,refundable
9583,business,626,non-refundable
9583,first_class,1010,refundable
9583,first_class,910,non-refundable
412,coach,430,refundable
412,coach,380,non-refundable
412,business,773,refundable
412,business,698,non-refundable
412,first_class,1028,refundable
412,first_class,928,non-refundable
7166,coach,258,refundable
7166,coach,208,non-refundable
7166,business,724,refundable
7166,business,649,non-refundable
7166,first_class,982,refundable
7166,first_class,882,non-refundable
356,coach,436,refundable
356,coach,386,non-refundable
356,business,656,refundable
356,business,581,non-refundable
356,first_class,933,refundable
356,first_class,833,non-refundable
5421,coach,324,refundable
5421,coach,274,non-refundable
5421,business,718,refundable
5421,business,643,non-refundable
5421,first_class,927,refundable
5421,first_class,827,non-refundable
2769,coach,332,refundable
2769,coach,282,non-refundable
2769,business,744,refundable
2769,business,669,non-refundable
2769,first_class,921,refundable
2769,first_class,821,non-refundable
1914,coach,368,refundable
1914,coach,318,non-refundable
1914,business,629,refundable
1914,business,554,non-refundable
1914,first_class,942,refundable
1914,first_class,842,non-refundable
2677,coach,435,refundable
2677,coach,385,non-refundable
2677,business,727,refundable
2677,business,652,non-refundable
2677,first_class,1075,refundable
2677,first_class,975,non-refundable
6617,coach,383,refundable
6617,coach,333,non-refundable
6617,business,662,refundable
6617,business,587,non-refundable
6617,first_class,1061,refundable
6617,first_class,961,non-refundable
4411,coach,283,refundable
4411,coach,233,non-refundable
4411,business,597,refundable
4411,business,522,non-refundable
4411,first_class,928,refundable
4411,first_class,828,non-refundable
8960,coach,319,refundable
8960,coach,269,non-refundable
8960,business,701,refundable
8960,business,626,non-refundable
8960,first_class,1093,refundable
8960,first_class,993,non-refundable
4081,coach,428,refundable
4081,coach,378,non-refundable
4081,business,683,refundable
4081,business,608,non-refundable
4081,first_class,1077,refundable
4081,first_class,977,non-refundable
6449,coach,428,refundable
6449,coach,378,non-refundable
6449,business,734,refundable
6449,business,659,non-refundable
6449,first_class,1004,refundable
6449,first_class,904,non-refundable
9728,coach,445,refundable
9728,coach,395,non-refundable
9728,business,575,refundable
9728,business,500,non-refundable
9728,first_class,911,refundable
9728,first_class,811,non-refundable
9633,coach,292,refundable
9633,coach,242,non-refundable
9633,business,680,refundable
9633,business,605,non-refundable
9633,first_class,912,refundable
9633,first_class,812,non-refundable
680,coach,261,refundable
680,coach,211,non-refundable
680,business,662,refundable
680,business,587,non-refundable
680,first_class,1060,refundable
680,first_class,960,non-refundable
2632,coach,276,refundable
2632,coach,226,non-refundable
2632,business,598,refundable
2632,business,523,non-refundable
2632,first_class,1075,refundable
2632,first_class,975,non-refundable
5174,coach,260,refundable
5174,coach,210,non-refundable
5174,business,730,refundable
5174,business,655,non-refundable
5174,first_class,1063,refundable
5174,first_class,963,non-refundable
3756,coach,263,refundable
3756,coach,213,non-refundable
3756,business,627,refundable
3756,business,552,non-refundable
3756,first_class,926,refundable
3756,first_class,826,non-refundable
321,coach,429,refundable
321,coach,379,non-refundable
321,business,678,refundable
321,business,603,non-refundable
321,first_class,936,refundable
321,first_class,836,non-refundable
8688,coach,446,refundable
8688,coach,396,non-refundable
8688,business,579,refundable
8688,business,504,non-refundable
8688,first_class,1024,refundable
8688,first_class,924,non-refundable
3363,coach,390,refundable
3363,coach,340,non-refundable
3363,business,715,refundable
3363,business,640,non-refundable
3363,first_class,1045,refundable
3363,first_class,945,non-refundable
1326,coach,260,refundable
1326,coach,210,non-refundable
1326,business,723,refundable
1326,business,648,non-refundable
1326,first_class,942,refundable
1326,first_class,842,non-refundable
8037,coach,260,refundable
8037,coach,210,non-refundable
8037,business,767,refundable
8037,business,692,non-refundable
8037,first_class,970,refundable
8037,first_class,870,non-refundable
7280,coach,314,refundable
7280,coach,264,non-refundable
7280,business,585,refundable
7280,business,510,non-refundable
7280,first_class,958,refundable
7280,first_class,858,non-refundable
8971,coach,410,refundable
8971,coach,360,non-refundable
8971,business,666,refundable
8971,business,591,non-refundable
8971,first_class,1098,refundable
8971,first_class,998,non-refundable
5172,coach,315,refundable
5172,coach,265,non-refundable
5172,business,658,refundable
5172,business,583,non-refundable
5172,first_class,1091,refundable
5172,first_class,991,non-refundable
3075,coach,380,refundable
3075,coach,330,non-refundable
3075,business,772,refundable
3075,business,697,non-refundable
3075,first_class,1046,refundable
3075,first_class,946,non-refundable
669,coach,429,refundable
669,coach,379,non-refundable
669,business,649,refundable
669,business,574,non-refundable
669,first_class,991,refundable
669,first_class,891,non-refundable
1552,coach,270,refundable
1552,coach,220,non-refundable
1552,business,761,refundable
1552,business,686,non-refundable
1552,first_class,929,refundable
1552,first_class,829,non-refundable
6858,coach,250,refundable
6858,coach,200,non-refundable
6858,business,726,refundable
6858,business,651,non-refundable
6858,first_class,967,refundable
6858,first_class,867,non-refundable
1796,coach,280,refundable
1796,coach,230,non-refundable
1796,business,732,refundable
1796,business,657,non-refundable
1796,first_class,1020,refundable
1796,first_class,920,non-refundable
6601,coach,291,refundable
6601,coach,241,non-refundable
6601,business,601,refundable
6601,business,526,non-refundable
6601,first_class,1089,refundable
6601,first_class,989,non-refundable
5951,coach,256,refundable
5951,coach,206,non-refundable
5951,business,667,refundable
5951,business,592,non-refundable
5951,first_class,909,refundable
5951,first_class,809,non-refundable
6367,coach,428,refundable
6367,coach,378,non-refundable
6367,business,687,refundable
6367,business,612,non-refundable
6367,first_class,923,refundable
6367,first_class,823,non-refundable
3699,coach,347,refundable
3699,coach,297,non-refundable
3699,business,690,refundable
3699,business,615,non-refundable
3699,first_class,1069,refundable
3699,first_class,969,non-refundable
9746,coach,423,refundable
9746,coach,373,non-refundable
9746,business,741,refundable
9746,business,666,non-refundable
9746,first_class,973,refundable
9746,first_class,873,non-refundable
7665,coach,327,refundable
7665,coach,277,non-refundable
7665,business,630,refundable
7665,business,555,non-refundable
7665,first_class,1063,refundable
7665,first_class,963,non-refundable
1244,coach,280,refundable
1244,coach,230,non-refundable
1244,business,646,refundable
1244,business,571,non-refundable
1244,first_class,972,refundable
1244,first_class,872,non-refundable
9921,coach,428,refundable
9921,coach,378,non-refundable
9921,business,758,refundable
9921,business,683,non-refundable
9921,first_class,978,refundable
9921,first_class,878,non-refundable
258,coach,287,refundable
258,coach,237,non-refundable
258,business,645,refundable
258,business,570,non-refundable
258,first_class,1046,refundable
258,first_class,946,non-refundable
9090,coach,406,refundable
9090,coach,356,non-refundable
9090,business,646,refundable
9090,business,571,non-refundable
9090,first_class,1079,refundable
9090,first_class,979,non-refundable
6411,coach,266,refundable
6411,coach,216,non-refundable
6411,business,659,refundable
6411,business,584,non-refundable
6411,first_class,1086,refundable
6411,first_class,986,non-refundable
3732,coach,411,refundable
3732,coach,361,non-refundable
3732,business,718,refundable
3732,business,643,non-refundable
3732,first_class,1097,refundable
3732,first_class,997,non-refundable
6439,coach,385,refundable
6439,coach,335,non-refundable
6439,business,726,refundable
6439,business,651,non-refundable
6439,first_class,1013,refundable
6439,first_class,913,non-refundable
22,coach,424,refundable
22,coach,374,non-refundable
22,business,679,refundable
22,business,604,non-refundable
22,first_class,914,refundable
22,first_class,814,non-refundable
5456,coach,421,refundable
5456,coach,371,non-refundable
5456,business,739,refundable
5456,business,664,non-refundable
5456,first_class,1069,refundable
5456,first_class,969,non-refundable
8396,coach,370,refundable
8396,coach,320,non-refundable
8396,business,650,refundable
8396,business,575,non-refundable
8396,first_class,1098,refundable
8396,first_class,998,non-refundable
1599,coach,311,refundable
1599,coach,261,non-refundable
1599,business,615,refundable
1599,business,540,non-refundable
1599,first_class,1087,refundable
1599,first_class,987,non-refundable
4914,coach,377,refundable
4914,coach,327,non-refundable
4914,business,740,refundable
4914,business,665,non-refundable
4914,first_class,1052,refundable
4914,first_class,952,non-refundable
5632,coach,343,refundable
5632,coach,293,non-refundable
5632,business,627,refundable
5632,business,552,non-refundable
5632,first_class,1007,refundable
5632,first_class,907,non-refundable
7628,coach,362,refundable
7628,coach,312,non-refundable
7628,business,724,refundable
7628,business,649,non-refundable
7628,first_class,1096,refundable
7628,first_class,996,non-refundable
8537,coach,412,refundable
8537,coach,362,non-refundable
8537,business,752,refundable
8537,business,677,non-refundable
8537,first_class,909,refundable
8537,first_class,809,non-refundable
7352,coach,360,refundable
7352,coach,310,non-refundable
7352,business,765,refundable
7352,business,690,non-refundable
7352,first_class,906,refundable
7352,first_class,806,non-refundable
470,coach,389,refundable
470,coach,339,non-refundable
470,business,612,refundable
470,business,537,non-refundable
470,first_class,920,refundable
470,first_class,820,non-refundable
7952,coach,302,refundable
7952,coach,252,non-refundable
7952,business,583,refundable
7952,business,508,non-refundable
7952,first_class,917,refundable
7952,first_class,817,non-refundable
3598,coach,307,refundable
3598,coach,257,non-refundable
3598,business,607,refundable
3598,business,532,non-refundable
3598,first_class,1072,refundable
3598,first_class,972,non-refundable
3003,coach,403,refundable
3003,coach,353,non-refundable
3003,business,607,refundable
3003,business,532,non-refundable
3003,first_class,977,refundable
3003,first_class,877,non-refundable
3698,coach,382,refundable
3698,coach,332,non-refundable
3698,business,705,refundable
3698,business,630,non-refundable
3698,first_class,1064,refundable
3698,first_class,964,non-refundable
5537,coach,412,refundable
5537,coach,362,non-refundable
5537,business,756,refundable
5537,business,681,non-refundable
5537,first_class,1080,refundable
5537,first_class,980,non-refundable
1949,coach,276,refundable
1949,coach,226,non-refundable
1949,business,682,refundable
1949,business,607,non-refundable
1949,first_class,1027,refundable
1949,first_class,927,non-refundable
472,coach,258,refundable
472,coach,208,non-refundable
472,business,654,refundable
472,business,579,non-refundable
472,first_class,1096,refundable
472,first_class,996,non-refundable
2250,coach,308,refundable
2250,coach,258,non-refundable
2250,business,652,refundable
2250,business,577,non-refundable
2250,first_class,947,refundable
2250,first_class,847,non-refundable
5916,coach,435,refundable
5916,coach,385,non-refundable
5916,business,733,refundable
5916,business,658,non-refundable
5916,first_class,942,refundable
5916,first_class,842,non-refundable
956,coach,281,refundable
956,coach,231,non-refundable
956,business,748,refundable
956,business,673,non-refundable
956,first_class,900,refundable
956,first_class,800,non-refundable
4759,coach,395,refundable
4759,coach,345,non-refundable
4759,business,694,refundable
4759,business,619,non-refundable
4759,first_class,911,refundable
4759,first_class,811,non-refundable
4270,coach,270,refundable
4270,coach,220,non-refundable
4270,business,618,refundable
4270,business,543,non-refundable
4270,first_class,905,refundable
4270,first_class,805,non-refundable
6434,coach,373,refundable
6434,coach,323,non-refundable
6434,business,769,refundable
6434,business,694,non-refundable
6434,first_class,970,refundable
6434,first_class,870,non-refundable
3438,coach,358,refundable
3438,coach,308,non-refundable
3438,business,575,refundable
3438,business,500,non-refundable
3438,first_class,1024,refundable
3438,first_class,924,non-refundable
5030,coach,424,refundable
5030,coach,374,non-refundable
5030,business,769,refundable
5030,business,694,non-refundable
5030,first_class,1042,refundable
5030,first_class,942,non-refundable
2143,coach,301,refundable
2143,coach,251,non-refundable
2143,business,702,refundable
2143,business,627,non-refundable
2143,first_class,1027,refundable
2143,first_class,927,non-refundable
8266,coach,351,refundable
8266,coach,301,non-refundable
8266,business,721,refundable
8266,business,646,non-refundable
8266,first_class,1009,refundable
8266,first_class,909,non-refundable
7221,coach,428,refundable
7221,coach,378,non-refundable
7221,business,626,refundable
7221,business,551,non-refundable
7221,first_class,1088,refundable
7221,first_class,988,non-refundable
7381,coach,314,refundable
7381,coach,264,non-refundable
7381,business,700,refundable
7381,business,625,non-refundable
7381,first_class,970,refundable
7381,first_class,870,non-refundable
4265,coach,258,refundable
4265,coach,208,non-refundable
4265,business,644,refundable
4265,business,569,non-refundable
4265,first_class,900,refundable
4265,first_class,800,non-refundable
8569,coach,281,refundable
8569,coach,231,non-refundable
8569,business,695,refundable
8569,business,620,non-refundable
8569,first_class,902,refundable
8569,first_class,802,non-refundable
7990,coach,283,refundable
7990,coach,233,non-refundable
7990,business,650,refundable
7990,business,575,non-refundable
7990,first_class,934,refundable
7990,first_class,834,non-refundable
9160,coach,384,refundable
9160,coach,334,non-refundable
9160,business,581,refundable
9160,business,506,non-refundable
9160,first_class,988,refundable
9160,first_class,888,non-refundable
6779,coach,283,refundable
6779,coach,233,non-refundable
6779,business,727,refundable
6779,business,652,non-refundable
6779,first_class,1016,refundable
6779,first_class,916,non-refundable
3923,coach,331,refundable
3923,coach,281,non-refundable
3923,business,585,refundable
3923,business,510,non-refundable
3923,first_class,1047,refundable
3923,first_class,947,non-refundable
9283,coach,365,refundable
9283,coach,315,non-refundable
9283,business,752,refundable
9283,business,677,non-refundable
9283,first_class,975,refundable
9283,first_class,875,non-refundable
8199,coach,344,refundable
8199,coach,294,non-refundable
8199,business,747,refundable
8199,business,672,non-refundable
8199,first_class,1063,refundable
8199,first_class,963,non-refundable
8725,coach,362,refundable
8725,coach,312,non-refundable
8725,business,669,refundable
8725,business,594,non-refundable
8725,first_class,953,refundable
8725,first_class,853,non-refundable
7811,coach,269,refundable
7811,coach,219,non-refundable
7811,business,688,refundable
7811,business,613,non-refundable
7811,first_class,1037,refundable
7811,first_class,937,non-refundable
5623,coach,273,refundable
5623,coach,223,non-refundable
5623,business,690,refundable
5623,business,615,non-refundable
5623,first_class,1022,refundable
5623,first_class,922,non-refundable
92,coach,372,refundable
92,coach,322,non-refundable
92,business,613,refundable
92,business,538,non-refundable
92,first_class,1080,refundable
92,first_class,980,non-refundable
3884,coach,300,refundable
3884,coach,250,non-refundable
3884,business,634,refundable
3884,business,559,non-refundable
3884,first_class,1091,refundable
3884,first_class,991,non-refundable
3099,coach,298,refundable
3099,coach,248,non-refundable
3099,business,758,refundable
3099,business,683,non-refundable
3099,first_class,957,refundable
3099,first_class,857,non-refundable
7660,coach,320,refundable
7660,coach,270,non-refundable
7660,business,577,refundable
7660,business,502,non-refundable
7660,first_class,1058,refundable
7660,first_class,958,non-refundable
4859,coach,385,refundable
4859,coach,335,non-refundable
4859,business,583,refundable
4859,business,508,non-refundable
4859,first_class,1078,refundable
4859,first_class,978,non-refundable
4595,coach,402,refundable
4595,coach,352,non-refundable
4595,business,731,refundable
4595,business,656,non-refundable
4595,first_class,990,refundable
4595,first_class,890,non-refundable
9169,coach,445,refundable
9169,coach,395,non-refundable
9169,business,672,refundable
9169,business,597,non-refundable
9169,first_class,962,refundable
9169,first_class,862,non-refundable
9786,coach,353,refundable
9786,coach,303,non-refundable
9786,business,608,refundable
9786,business,533,non-refundable
9786,first_class,958,refundable
9786,first_class,858,non-refundable
501,coach,368,refundable
501,coach,318,non-refundable
501,business,677,refundable
501,business,602,non-refundable
501,first_class,958,refundable
501,first_class,858,non-refundable
1398,coach,308,refundable
1398,coach,258,non-refundable
1398,business,692,refundable
1398,business,617,non-refundable
1398,first_class,973,refundable
1398,first_class,873,non-refundable
7947,coach,375,refundable
7947,coach,325,non-refundable
7947,business,611,refundable
7947,business,536,non-refundable
7947,first_class,1051,refundable
7947,first_class,951,non-refundable
5700,coach,328,refundable
5700,coach,278,non-refundable
5700,business,583,refundable
5700,business,508,non-refundable
5700,first_class,963,refundable
5700,first_class,863,non-refundable
4630,coach,298,refundable
4630,coach,248,non-refundable
4630,business,599,refundable
4630,business,524,non-refundable
4630,first_class,1025,refundable
4630,first_class,925,non-refundable
5356,coach,357,refundable
5356,coach,307,non-refundable
5356,business,631,refundable
5356,business,556,non-refundable
5356,first_class,1034,refundable
5356,first_class,934,non-refundable
2198,coach,256,refundable
2198,coach,206,non-refundable
2198,business,588,refundable
2198,business,513,non-refundable
2198,first_class,916,refundable
2198,first_class,816,non-refundable
9253,coach,278,refundable
9253,coach,228,non-refundable
9253,business,739,refundable
9253,business,664,non-refundable
9253,first_class,987,refundable
9253,first_class,887,non-refundable
4774,coach,388,refundable
4774,coach,338,non-refundable
4774,business,678,refundable
4774,business,603,non-refundable
4774,first_class,1037,refundable
4774,first_class,937,non-refundable
9930,coach,397,refundable
9930,coach,347,non-refundable
9930,business,703,refundable
9930,business,628,non-refundable
9930,first_class,930,refundable
9930,first_class,830,non-refundable
2175,coach,357,refundable
2175,coach,307,non-refundable
2175,business,624,refundable
2175,business,549,non-refundable
2175,first_class,1014,refundable
2175,first_class,914,non-refundable
7207,coach,315,refundable
7207,coach,265,non-refundable
7207,business,692,refundable
7207,business,617,non-refundable
7207,first_class,978,refundable
7207,first_class,878,non-refundable
7461,coach,329,refundable
7461,coach,279,non-refundable
7461,business,620,refundable
7461,business,545,non-refundable
7461,first_class,1030,refundable
7461,first_class,930,non-refundable
7206,coach,277,refundable
7206,coach,227,non-refundable
7206,business,702,refundable
7206,business,627,non-refundable
7206,first_class,1050,refundable
7206,first_class,950,non-refundable
3615,coach,379,refundable
3615,coach,329,non-refundable
3615,business,660,refundable
3615,business,585,non-refundable
3615,first_class,1098,refundable
3615,first_class,998,non-refundable
4624,coach,266,refundable
4624,coach,216,non-refundable
4624,business,590,refundable
4624,business,515,non-refundable
4624,first_class,1020,refundable
4624,first_class,920,non-refundable
1853,coach,323,refundable
1853,coach,273,non-refundable
1853,business,644,refundable
1853,business,569,non-refundable
1853,first_class,991,refundable
1853,first_class,891,non-refundable
8195,coach,417,refundable
8195,coach,367,non-refundable
8195,business,646,refundable
8195,business,571,non-refundable
8195,first_class,1062,refundable
8195,first_class,962,non-refundable
968,coach,332,refundable
968,coach,282,non-refundable
968,business,648,refundable
968,business,573,non-refundable
968,first_class,1086,refundable
968,first_class,986,non-refundable
7959,coach,275,refundable
7959,coach,225,non-refundable
7959,business,670,refundable
7959,business,595,non-refundable
7959,first_class,1020,refundable
7959,first_class,920,non-refundable
8193,coach,413,refundable
8193,coach,363,non-refundable
8193,business,687,refundable
8193,business,612,non-refundable
8193,first_class,920,refundable
8193,first_class,820,non-refundable
2239,coach,287,refundable
2239,coach,237,non-refundable
2239,business,595,refundable
2239,business,520,non-refundable
2239,first_class,1031,refundable
2239,first_class,931,non-refundable
7676,coach,310,refundable
7676,coach,260,non-refundable
7676,business,695,refundable
7676,business,620,non-refundable
7676,first_class,955,refundable
7676,first_class,855,non-refundable
3587,coach,418,refundable
3587,coach,368,non-refundable
3587,business,580,refundable
3587,business,505,non-refundable
3587,first_class,1013,refundable
3587,first_class,913,non-refundable
6581,coach,443,refundable
6581,coach,393,non-refundable
6581,business,639,refundable
6581,business,564,non-refundable
6581,first_class,909,refundable
6581,first_class,809,non-refundable
4315,coach,403,refundable
4315,coach,353,non-refundable
4315,business,740,refundable
4315,business,665,non-refundable
4315,first_class,972,refundable
4315,first_class,872,non-refundable
3065,coach,335,refundable
3065,coach,285,non-refundable
3065,business,688,refundable
3065,business,613,non-refundable
3065,first_class,959,refundable
3065,first_class,859,non-refundable
3195,coach,366,refundable
3195,coach,316,non-refundable
3195,business,648,refundable
3195,business,573,non-refundable
3195,first_class,1050,refundable
3195,first_class,950,non-refundable
6147,coach,289,refundable
6147,coach,239,non-refundable
6147,business,625,refundable
6147,business,550,non-refundable
6147,first_class,1082,refundable
6147,first_class,982,non-refundable
3469,coach,414,refundable
3469,coach,364,non-refundable
3469,business,667,refundable
3469,business,592,non-refundable
3469,first_class,927,refundable
3469,first_class,827,non-refundable
9021,coach,446,refundable
9021,coach,396,non-refundable
9021,business,628,refundable
9021,business,553,non-refundable
9021,first_class,1010,refundable
9021,first_class,910,non-refundable
5037,coach,341,refundable
5037,coach,291,non-refundable
5037,business,761,refundable
5037,business,686,non-refundable
5037,first_class,918,refundable
5037,first_class,818,non-refundable
9684,coach,307,refundable
9684,coach,257,non-refundable
9684,business,659,refundable
9684,business,584,non-refundable
9684,first_class,1034,refundable
9684,first_class,934,non-refundable
6037,coach,432,refundable
6037,coach,382,non-refundable
6037,business,674,refundable
6037,business,599,non-refundable
6037,first_class,1052,refundable
6037,first_class,952,non-refundable
7837,coach,340,refundable
7837,coach,290,non-refundable
7837,business,666,refundable
7837,business,591,non-refundable
7837,first_class,973,refundable
7837,first_class,873,non-refundable
9421,coach,334,refundable
9421,coach,284,non-refundable
9421,business,693,refundable
9421,business,618,non-refundable
9421,first_class,1033,refundable
9421,first_class,933,non-refundable
7725,coach,442,refundable
7725,coach,392,non-refundable
7725,business,759,refundable
7725,business,684,non-refundable
7725,first_class,958,refundable
7725,first_class,858,non-refundable
2523,coach,250,refundable
2523,coach,200,non-refundable
2523,business,675,refundable
2523,business,600,non-refundable
2523,first_class,1091,refundable
2523,first_class,991,non-refundable
7024,coach,259,refundable
7024,coach,209,non-refundable
7024,business,735,refundable
7024,business,660,non-refundable
7024,first_class,942,refundable
7024,first_class,842,non-refundable
6266,coach,410,refundable
6266,coach,360,non-refundable
6266,business,650,refundable
6266,business,575,non-refundable
6266,first_class,1062,refundable
6266,first_class,962,non-refundable
1851,coach,419,refundable
1851,coach,369,non-refundable
1851,business,763,refundable
1851,business,688,non-refundable
1851,first_class,909,refundable
1851,first_class,809,non-refundable
6869,coach,436,refundable
6869,coach,386,non-refundable
6869,business,733,refundable
6869,business,658,non-refundable
6869,first_class,922,refundable
6869,first_class,822,non-refundable
2670,coach,440,refundable
2670,coach,390,non-refundable
2670,business,699,refundable
2670,business,624,non-refundable
2670,first_class,940,refundable
2670,first_class,840,non-refundable
5008,coach,370,refundable
5008,coach,320,non-refundable
5008,business,762,refundable
5008,business,687,non-refundable
5008,first_class,1021,refundable
5008,first_class,921,non-refundable
5137,coach,353,refundable
5137,coach,303,non-refundable
5137,business,739,refundable
5137,business,664,non-refundable
5137,first_class,987,refundable
5137,first_class,887,non-refundable
1857,coach,385,refundable
1857,coach,335,non-refundable
1857,business,707,refundable
1857,business,632,non-refundable
1857,first_class,988,refundable
1857,first_class,888,non-refundable
2409,coach,374,refundable
2409,coach,324,non-refundable
2409,business,735,refundable
2409,business,660,non-refundable
2409,first_class,1040,refundable
2409,first_class,940,non-refundable
8608,coach,375,refundable
8608,coach,325,non-refundable
8608,business,773,refundable
8608,business,698,non-refundable
8608,first_class,1086,refundable
8608,first_class,986,non-refundable
7732,coach,393,refundable
7732,coach,343,non-refundable
7732,business,666,refundable
7732,business,591,non-refundable
7732,first_class,949,refundable
7732,first_class,849,non-refundable
1705,coach,275,refundable
1705,coach,225,non-refundable
1705,business,698,refundable
1705,business,623,non-refundable
1705,first_class,1085,refundable
1705,first_class,985,non-refundable
5925,coach,303,refundable
5925,coach,253,non-refundable
5925,business,713,refundable
5925,business,638,non-refundable
5925,first_class,974,refundable
5925,first_class,874,non-refundable
4825,coach,312,refundable
4825,coach,262,non-refundable
4825,business,614,refundable
4825,business,539,non-refundable
4825,first_class,1049,refundable
4825,first_class,949,non-refundable
7198,coach,312,refundable
7198,coach,262,non-refundable
7198,business,576,refundable
7198,business,501,non-refundable
7198,first_class,916,refundable
7198,first_class,816,non-refundable
7150,coach,336,refundable
7150,coach,286,non-refundable
7150,business,656,refundable
7150,business,581,non-refundable
7150,first_class,901,refundable
7150,first_class,801,non-refundable
3193,coach,281,refundable
3193,coach,231,non-refundable
3193,business,737,refundable
3193,business,662,non-refundable
3193,first_class,991,refundable
3193,first_class,891,non-refundable
4152,coach,315,refundable
4152,coach,265,non-refundable
4152,business,583,refundable
4152,business,508,non-refundable
4152,first_class,943,refundable
4152,first_class,843,non-refundable
9145,coach,431,refundable
9145,coach,381,non-refundable
9145,business,602,refundable
9145,business,527,non-refundable
9145,first_class,959,refundable
9145,first_class,859,non-refundable
148,coach,250,refundable
148,coach,200,non-refundable
148,business,689,refundable
148,business,614,non-refundable
148,first_class,996,refundable
148,first_class,896,non-refundable
411,coach,410,refundable
411,coach,360,non-refundable
411,business,753,refundable
411,business,678,non-refundable
411,first_class,948,refundable
411,first_class,848,non-refundable
7429,coach,447,refundable
7429,coach,397,non-refundable
7429,business,689,refundable
7429,business,614,non-refundable
7429,first_class,1026,refundable
7429,first_class,926,non-refundable
6706,coach,340,refundable
6706,coach,290,non-refundable
6706,business,684,refundable
6706,business,609,non-refundable
6706,first_class,1068,refundable
6706,first_class,968,non-refundable
4706,coach,378,refundable
4706,coach,328,non-refundable
4706,business,653,refundable
4706,business,578,non-refundable
4706,first_class,940,refundable
4706,first_class,840,non-refundable
8172,coach,255,refundable
8172,coach,205,non-refundable
8172,business,642,refundable
8172,business,567,non-refundable
8172,first_class,1069,refundable
8172,first_class,969,non-refundable
8936,coach,290,refundable
8936,coach,240,non-refundable
8936,business,717,refundable
8936,business,642,non-refundable
8936,first_class,1059,refundable
8936,first_class,959,non-refundable
5304,coach,384,refundable
5304,coach,334,non-refundable
5304,business,767,refundable
5304,business,692,non-refundable
5304,first_class,981,refundable
5304,first_class,881,non-refundable
2837,coach,416,refundable
2837,coach,366,non-refundable
2837,business,674,refundable
2837,business,599,non-refundable
2837,first_class,982,refundable
2837,first_class,882,non-refundable
3672,coach,420,refundable
3672,coach,370,non-refundable
3672,business,608,refundable
3672,business,533,non-refundable
3672,first_class,1060,refundable
3672,first_class,960,non-refundable
2721,coach,325,refundable
2721,coach,275,non-refundable
2721,business,631,refundable
2721,business,556,non-refundable
2721,first_class,1055,refundable
2721,first_class,955,non-refundable
9670,coach,264,refundable
9670,coach,214,non-refundable
9670,business,595,refundable
9670,business,520,non-refundable
9670,first_class,943,refundable
9670,first_class,843,non-refundable
1597,coach,348,refundable
1597,coach,298,non-refundable
1597,business,729,refundable
1597,business,654,non-refundable
1597,first_class,1079,refundable
1597,first_class,979,non-refundable
9063,coach,313,refundable
9063,coach,263,non-refundable
9063,business,595,refundable
9063,business,520,non-refundable
9063,first_class,1086,refundable
9063,first_class,986,non-refundable
1542,coach,374,refundable
1542,coach,324,non-refundable
1542,business,741,refundable
1542,business,666,non-refundable
1542,first_class,994,refundable
1542,first_class,894,non-refundable
9674,coach,307,refundable
9674,coach,257,non-refundable
9674,business,646,refundable
9674,business,571,non-refundable
9674,first_class,1076,refundable
9674,first_class,976,non-refundable
1922,coach,266,refundable
1922,coach,216,non-refundable
